   Elapsed time	   MLII	     V5
       0:33.817	 -0.355	 -0.220
       0:33.819	 -0.350	 -0.205
       0:33.822	 -0.345	 -0.200
       0:33.825	 -0.350	 -0.205
       0:33.828	 -0.360	 -0.200
       0:33.831	 -0.350	 -0.190
       0:33.833	 -0.330	 -0.185
       0:33.836	 -0.330	 -0.195
       0:33.839	 -0.315	 -0.195
       0:33.842	 -0.340	 -0.205
       0:33.844	 -0.355	 -0.200
       0:33.847	 -0.345	 -0.190
       0:33.850	 -0.330	 -0.180
       0:33.853	 -0.325	 -0.185
       0:33.856	 -0.325	 -0.195
       0:33.858	 -0.325	 -0.195
       0:33.861	 -0.345	 -0.205
       0:33.864	 -0.340	 -0.185
       0:33.867	 -0.325	 -0.185
       0:33.869	 -0.325	 -0.180
       0:33.872	 -0.325	 -0.190
       0:33.875	 -0.340	 -0.210
       0:33.878	 -0.365	 -0.210
       0:33.881	 -0.350	 -0.205
       0:33.883	 -0.350	 -0.195
       0:33.886	 -0.355	 -0.200
       0:33.889	 -0.365	 -0.200
       0:33.892	 -0.380	 -0.220
       0:33.894	 -0.380	 -0.210
       0:33.897	 -0.375	 -0.215
       0:33.900	 -0.360	 -0.190
       0:33.903	 -0.350	 -0.195
       0:33.906	 -0.355	 -0.200
       0:33.908	 -0.375	 -0.215
       0:33.911	 -0.380	 -0.215
       0:33.914	 -0.365	 -0.220
       0:33.917	 -0.375	 -0.210
       0:33.919	 -0.360	 -0.210
       0:33.922	 -0.365	 -0.215
       0:33.925	 -0.370	 -0.225
       0:33.928	 -0.370	 -0.230
       0:33.931	 -0.375	 -0.210
       0:33.933	 -0.365	 -0.200
       0:33.936	 -0.360	 -0.205
       0:33.939	 -0.360	 -0.210
       0:33.942	 -0.375	 -0.220
       0:33.944	 -0.370	 -0.240
       0:33.947	 -0.380	 -0.245
       0:33.950	 -0.380	 -0.225
       0:33.953	 -0.380	 -0.225
       0:33.956	 -0.375	 -0.230
       0:33.958	 -0.405	 -0.245
       0:33.961	 -0.400	 -0.245
       0:33.964	 -0.395	 -0.230
       0:33.967	 -0.385	 -0.225
       0:33.969	 -0.370	 -0.235
       0:33.972	 -0.380	 -0.235
       0:33.975	 -0.385	 -0.245
       0:33.978	 -0.405	 -0.255
       0:33.981	 -0.405	 -0.245
       0:33.983	 -0.395	 -0.220
       0:33.986	 -0.400	 -0.235
       0:33.989	 -0.405	 -0.240
       0:33.992	 -0.410	 -0.250
       0:33.994	 -0.405	 -0.250
       0:33.997	 -0.405	 -0.240
       0:34.000	 -0.400	 -0.240
       0:34.003	 -0.390	 -0.240
       0:34.006	 -0.385	 -0.235
       0:34.008	 -0.395	 -0.245
       0:34.011	 -0.410	 -0.260
       0:34.014	 -0.415	 -0.245
       0:34.017	 -0.400	 -0.230
       0:34.019	 -0.400	 -0.225
       0:34.022	 -0.390	 -0.235
       0:34.025	 -0.395	 -0.255
       0:34.028	 -0.415	 -0.255
       0:34.031	 -0.400	 -0.245
       0:34.033	 -0.400	 -0.240
       0:34.036	 -0.400	 -0.240
       0:34.039	 -0.400	 -0.235
       0:34.042	 -0.400	 -0.250
       0:34.044	 -0.420	 -0.260
       0:34.047	 -0.410	 -0.245
       0:34.050	 -0.415	 -0.235
       0:34.053	 -0.405	 -0.245
       0:34.056	 -0.385	 -0.240
       0:34.058	 -0.390	 -0.240
       0:34.061	 -0.395	 -0.255
       0:34.064	 -0.390	 -0.240
       0:34.067	 -0.375	 -0.240
       0:34.069	 -0.375	 -0.245
       0:34.072	 -0.380	 -0.250
       0:34.075	 -0.390	 -0.260
       0:34.078	 -0.395	 -0.260
       0:34.081	 -0.380	 -0.255
       0:34.083	 -0.380	 -0.245
       0:34.086	 -0.345	 -0.245
       0:34.089	 -0.335	 -0.240
       0:34.092	 -0.345	 -0.245
       0:34.094	 -0.335	 -0.255
       0:34.097	 -0.345	 -0.235
       0:34.100	 -0.325	 -0.235
       0:34.103	 -0.320	 -0.230
       0:34.106	 -0.320	 -0.245
       0:34.108	 -0.335	 -0.240
       0:34.111	 -0.345	 -0.245
       0:34.114	 -0.330	 -0.230
       0:34.117	 -0.310	 -0.210
       0:34.119	 -0.310	 -0.215
       0:34.122	 -0.300	 -0.210
       0:34.125	 -0.310	 -0.220
       0:34.128	 -0.315	 -0.230
       0:34.131	 -0.300	 -0.230
       0:34.133	 -0.290	 -0.205
       0:34.136	 -0.290	 -0.200
       0:34.139	 -0.305	 -0.185
       0:34.142	 -0.305	 -0.195
       0:34.144	 -0.310	 -0.200
       0:34.147	 -0.315	 -0.200
       0:34.150	 -0.305	 -0.185
       0:34.153	 -0.300	 -0.190
       0:34.156	 -0.320	 -0.205
       0:34.158	 -0.320	 -0.210
       0:34.161	 -0.315	 -0.225
       0:34.164	 -0.300	 -0.230
       0:34.167	 -0.285	 -0.220
       0:34.169	 -0.295	 -0.225
       0:34.172	 -0.330	 -0.255
       0:34.175	 -0.345	 -0.250
       0:34.178	 -0.380	 -0.265
       0:34.181	 -0.395	 -0.255
       0:34.183	 -0.400	 -0.250
       0:34.186	 -0.395	 -0.245
       0:34.189	 -0.420	 -0.250
       0:34.192	 -0.435	 -0.280
       0:34.194	 -0.445	 -0.270
       0:34.197	 -0.445	 -0.270
       0:34.200	 -0.440	 -0.250
       0:34.203	 -0.430	 -0.255
       0:34.206	 -0.425	 -0.260
       0:34.208	 -0.435	 -0.270
       0:34.211	 -0.445	 -0.265
       0:34.214	 -0.435	 -0.255
       0:34.217	 -0.425	 -0.265
       0:34.219	 -0.415	 -0.255
       0:34.222	 -0.425	 -0.280
       0:34.225	 -0.440	 -0.285
       0:34.228	 -0.445	 -0.295
       0:34.231	 -0.450	 -0.285
       0:34.233	 -0.435	 -0.285
       0:34.236	 -0.430	 -0.275
       0:34.239	 -0.425	 -0.275
       0:34.242	 -0.425	 -0.285
       0:34.244	 -0.445	 -0.290
       0:34.247	 -0.450	 -0.295
       0:34.250	 -0.445	 -0.305
       0:34.253	 -0.440	 -0.315
       0:34.256	 -0.470	 -0.345
       0:34.258	 -0.505	 -0.380
       0:34.261	 -0.545	 -0.425
       0:34.264	 -0.570	 -0.425
       0:34.267	 -0.595	 -0.400
       0:34.269	 -0.645	 -0.315
       0:34.272	 -0.670	 -0.215
       0:34.275	 -0.640	 -0.140
       0:34.278	 -0.570	 -0.075
       0:34.281	 -0.470	 -0.030
       0:34.283	 -0.370	 -0.025
       0:34.286	 -0.290	  0.005
       0:34.289	 -0.190	  0.050
       0:34.292	 -0.070	  0.140
       0:34.294	  0.085	  0.220
       0:34.297	  0.300	  0.345
       0:34.300	  0.515	  0.475
       0:34.303	  0.700	  0.480
       0:34.306	  0.820	  0.295
       0:34.308	  0.840	 -0.030
       0:34.311	  0.690	 -0.335
       0:34.314	  0.335	 -0.455
       0:34.317	 -0.040	 -0.425
       0:34.319	 -0.335	 -0.385
       0:34.322	 -0.520	 -0.345
       0:34.325	 -0.590	 -0.340
       0:34.328	 -0.580	 -0.335
       0:34.331	 -0.530	 -0.325
       0:34.333	 -0.490	 -0.320
       0:34.336	 -0.475	 -0.325
       0:34.339	 -0.470	 -0.330
       0:34.342	 -0.485	 -0.345
       0:34.344	 -0.490	 -0.340
       0:34.347	 -0.480	 -0.325
       0:34.350	 -0.475	 -0.310
       0:34.353	 -0.470	 -0.320
       0:34.356	 -0.475	 -0.330
       0:34.358	 -0.480	 -0.350
       0:34.361	 -0.500	 -0.350
       0:34.364	 -0.505	 -0.330
       0:34.367	 -0.505	 -0.305
       0:34.369	 -0.485	 -0.310
       0:34.372	 -0.475	 -0.310
       0:34.375	 -0.485	 -0.325
       0:34.378	 -0.500	 -0.335
       0:34.381	 -0.500	 -0.325
       0:34.383	 -0.485	 -0.320
       0:34.386	 -0.470	 -0.315
       0:34.389	 -0.485	 -0.330
       0:34.392	 -0.495	 -0.325
       0:34.394	 -0.495	 -0.340
       0:34.397	 -0.495	 -0.325
       0:34.400	 -0.480	 -0.320
       0:34.403	 -0.480	 -0.310
       0:34.406	 -0.460	 -0.320
       0:34.408	 -0.460	 -0.325
       0:34.411	 -0.470	 -0.340
       0:34.414	 -0.475	 -0.325
       0:34.417	 -0.480	 -0.315
       0:34.419	 -0.475	 -0.325
       0:34.422	 -0.490	 -0.325
       0:34.425	 -0.490	 -0.340
       0:34.428	 -0.505	 -0.325
       0:34.431	 -0.500	 -0.315
       0:34.433	 -0.485	 -0.300
       0:34.436	 -0.480	 -0.300
       0:34.439	 -0.485	 -0.315
       0:34.442	 -0.480	 -0.320
       0:34.444	 -0.500	 -0.335
       0:34.447	 -0.495	 -0.325
       0:34.450	 -0.480	 -0.320
       0:34.453	 -0.475	 -0.310
       0:34.456	 -0.475	 -0.320
       0:34.458	 -0.470	 -0.325
       0:34.461	 -0.490	 -0.325
       0:34.464	 -0.475	 -0.325
       0:34.467	 -0.480	 -0.310
       0:34.469	 -0.470	 -0.320
       0:34.472	 -0.485	 -0.340
       0:34.475	 -0.480	 -0.355
       0:34.478	 -0.490	 -0.360
       0:34.481	 -0.485	 -0.355
       0:34.483	 -0.490	 -0.345
       0:34.486	 -0.490	 -0.345
       0:34.489	 -0.495	 -0.350
       0:34.492	 -0.500	 -0.365
       0:34.494	 -0.515	 -0.370
       0:34.497	 -0.515	 -0.355
       0:34.500	 -0.495	 -0.355
       0:34.503	 -0.485	 -0.355
       0:34.506	 -0.465	 -0.360
       0:34.508	 -0.475	 -0.365
       0:34.511	 -0.490	 -0.380
       0:34.514	 -0.495	 -0.385
       0:34.517	 -0.500	 -0.390
       0:34.519	 -0.495	 -0.395
       0:34.522	 -0.500	 -0.400
       0:34.525	 -0.510	 -0.425
       0:34.528	 -0.505	 -0.420
       0:34.531	 -0.510	 -0.410
       0:34.533	 -0.500	 -0.430
       0:34.536	 -0.505	 -0.430
       0:34.539	 -0.510	 -0.455
       0:34.542	 -0.525	 -0.455
       0:34.544	 -0.545	 -0.465
       0:34.547	 -0.540	 -0.455
       0:34.550	 -0.530	 -0.450
       0:34.553	 -0.530	 -0.460
       0:34.556	 -0.535	 -0.475
       0:34.558	 -0.550	 -0.480
       0:34.561	 -0.560	 -0.515
       0:34.564	 -0.545	 -0.485
       0:34.567	 -0.540	 -0.465
       0:34.569	 -0.535	 -0.470
       0:34.572	 -0.530	 -0.465
       0:34.575	 -0.540	 -0.475
       0:34.578	 -0.545	 -0.475
       0:34.581	 -0.550	 -0.460
       0:34.583	 -0.530	 -0.425
       0:34.586	 -0.525	 -0.415
       0:34.589	 -0.515	 -0.420
       0:34.592	 -0.500	 -0.410
       0:34.594	 -0.510	 -0.385
       0:34.597	 -0.490	 -0.365
       0:34.600	 -0.465	 -0.360
       0:34.603	 -0.455	 -0.345
       0:34.606	 -0.440	 -0.335
       0:34.608	 -0.440	 -0.340
       0:34.611	 -0.450	 -0.340
       0:34.614	 -0.425	 -0.330
       0:34.617	 -0.410	 -0.315
       0:34.619	 -0.400	 -0.310
       0:34.622	 -0.405	 -0.300
       0:34.625	 -0.410	 -0.305
       0:34.628	 -0.405	 -0.305
       0:34.631	 -0.400	 -0.300
       0:34.633	 -0.385	 -0.290
       0:34.636	 -0.385	 -0.300
       0:34.639	 -0.380	 -0.305
       0:34.642	 -0.390	 -0.305
       0:34.644	 -0.405	 -0.300
       0:34.647	 -0.400	 -0.285
       0:34.650	 -0.385	 -0.290
       0:34.653	 -0.380	 -0.295
       0:34.656	 -0.380	 -0.290
       0:34.658	 -0.380	 -0.310
       0:34.661	 -0.400	 -0.310
       0:34.664	 -0.395	 -0.300
       0:34.667	 -0.380	 -0.290
       0:34.669	 -0.365	 -0.290
       0:34.672	 -0.360	 -0.305
       0:34.675	 -0.385	 -0.310
       0:34.678	 -0.400	 -0.320
       0:34.681	 -0.400	 -0.320
       0:34.683	 -0.395	 -0.310
       0:34.686	 -0.380	 -0.310
       0:34.689	 -0.385	 -0.295
       0:34.692	 -0.390	 -0.305
       0:34.694	 -0.395	 -0.325
       0:34.697	 -0.395	 -0.315
       0:34.700	 -0.390	 -0.305
       0:34.703	 -0.380	 -0.310
       0:34.706	 -0.385	 -0.305
       0:34.708	 -0.395	 -0.315
       0:34.711	 -0.405	 -0.315
       0:34.714	 -0.400	 -0.320
       0:34.717	 -0.405	 -0.320
       0:34.719	 -0.395	 -0.310
       0:34.722	 -0.405	 -0.325
       0:34.725	 -0.405	 -0.330
       0:34.728	 -0.420	 -0.320
       0:34.731	 -0.410	 -0.325
       0:34.733	 -0.405	 -0.310
       0:34.736	 -0.400	 -0.310
       0:34.739	 -0.405	 -0.315
       0:34.742	 -0.420	 -0.335
       0:34.744	 -0.435	 -0.345
       0:34.747	 -0.425	 -0.340
       0:34.750	 -0.425	 -0.325
       0:34.753	 -0.410	 -0.325
       0:34.756	 -0.420	 -0.320
       0:34.758	 -0.425	 -0.330
       0:34.761	 -0.430	 -0.350
       0:34.764	 -0.430	 -0.340
       0:34.767	 -0.425	 -0.325
       0:34.769	 -0.400	 -0.335
       0:34.772	 -0.415	 -0.325
       0:34.775	 -0.425	 -0.340
       0:34.778	 -0.430	 -0.335
       0:34.781	 -0.435	 -0.340
       0:34.783	 -0.420	 -0.335
       0:34.786	 -0.415	 -0.325
       0:34.789	 -0.420	 -0.335
       0:34.792	 -0.425	 -0.345
       0:34.794	 -0.430	 -0.340
       0:34.797	 -0.435	 -0.325
       0:34.800	 -0.425	 -0.320
       0:34.803	 -0.425	 -0.310
       0:34.806	 -0.430	 -0.325
       0:34.808	 -0.435	 -0.325
       0:34.811	 -0.445	 -0.330
       0:34.814	 -0.445	 -0.325
       0:34.817	 -0.435	 -0.325
       0:34.819	 -0.425	 -0.315
       0:34.822	 -0.425	 -0.315
       0:34.825	 -0.440	 -0.330
       0:34.828	 -0.445	 -0.330
       0:34.831	 -0.440	 -0.325
       0:34.833	 -0.430	 -0.315
       0:34.836	 -0.425	 -0.305
       0:34.839	 -0.415	 -0.325
       0:34.842	 -0.435	 -0.320
       0:34.844	 -0.440	 -0.340
       0:34.847	 -0.435	 -0.330
       0:34.850	 -0.425	 -0.310
       0:34.853	 -0.420	 -0.320
       0:34.856	 -0.415	 -0.320
       0:34.858	 -0.435	 -0.330
       0:34.861	 -0.430	 -0.340
       0:34.864	 -0.435	 -0.335
       0:34.867	 -0.420	 -0.325
       0:34.869	 -0.415	 -0.335
       0:34.872	 -0.425	 -0.335
       0:34.875	 -0.425	 -0.330
       0:34.878	 -0.430	 -0.335
       0:34.881	 -0.435	 -0.320
       0:34.883	 -0.420	 -0.305
       0:34.886	 -0.420	 -0.325
       0:34.889	 -0.415	 -0.320
       0:34.892	 -0.420	 -0.335
       0:34.894	 -0.435	 -0.335
       0:34.897	 -0.430	 -0.315
       0:34.900	 -0.415	 -0.315
       0:34.903	 -0.390	 -0.310
       0:34.906	 -0.380	 -0.310
       0:34.908	 -0.385	 -0.320
       0:34.911	 -0.385	 -0.325
       0:34.914	 -0.375	 -0.315
       0:34.917	 -0.380	 -0.290
       0:34.919	 -0.350	 -0.290
       0:34.922	 -0.335	 -0.285
       0:34.925	 -0.335	 -0.295
       0:34.928	 -0.330	 -0.290
       0:34.931	 -0.335	 -0.280
       0:34.933	 -0.320	 -0.265
       0:34.936	 -0.305	 -0.265
       0:34.939	 -0.290	 -0.275
       0:34.942	 -0.300	 -0.275
       0:34.944	 -0.325	 -0.285
       0:34.947	 -0.325	 -0.260
       0:34.950	 -0.325	 -0.255
       0:34.953	 -0.320	 -0.240
       0:34.956	 -0.335	 -0.250
       0:34.958	 -0.330	 -0.265
       0:34.961	 -0.345	 -0.255
       0:34.964	 -0.345	 -0.255
       0:34.967	 -0.340	 -0.245
       0:34.969	 -0.345	 -0.245
       0:34.972	 -0.335	 -0.255
       0:34.975	 -0.325	 -0.280
       0:34.978	 -0.325	 -0.285
       0:34.981	 -0.320	 -0.290
       0:34.983	 -0.340	 -0.265
       0:34.986	 -0.345	 -0.270
       0:34.989	 -0.360	 -0.270
       0:34.992	 -0.380	 -0.285
       0:34.994	 -0.410	 -0.295
       0:34.997	 -0.420	 -0.285
       0:35.000	 -0.415	 -0.290
       0:35.003	 -0.410	 -0.295
       0:35.006	 -0.415	 -0.295
       0:35.008	 -0.430	 -0.310
       0:35.011	 -0.435	 -0.310
       0:35.014	 -0.435	 -0.290
       0:35.017	 -0.435	 -0.285
       0:35.019	 -0.435	 -0.285
       0:35.022	 -0.430	 -0.290
       0:35.025	 -0.435	 -0.305
       0:35.028	 -0.450	 -0.300
       0:35.031	 -0.460	 -0.300
       0:35.033	 -0.450	 -0.295
       0:35.036	 -0.435	 -0.300
       0:35.039	 -0.440	 -0.295
       0:35.042	 -0.445	 -0.305
       0:35.044	 -0.455	 -0.290
       0:35.047	 -0.455	 -0.295
       0:35.050	 -0.450	 -0.285
       0:35.053	 -0.450	 -0.285
       0:35.056	 -0.445	 -0.305
       0:35.058	 -0.445	 -0.310
       0:35.061	 -0.470	 -0.310
       0:35.064	 -0.465	 -0.310
       0:35.067	 -0.455	 -0.295
       0:35.069	 -0.445	 -0.295
       0:35.072	 -0.450	 -0.285
       0:35.075	 -0.445	 -0.315
       0:35.078	 -0.460	 -0.345
       0:35.081	 -0.470	 -0.355
       0:35.083	 -0.490	 -0.370
       0:35.086	 -0.520	 -0.395
       0:35.089	 -0.540	 -0.425
       0:35.092	 -0.565	 -0.430
       0:35.094	 -0.610	 -0.375
       0:35.097	 -0.640	 -0.260
       0:35.100	 -0.640	 -0.140
       0:35.103	 -0.565	 -0.030
       0:35.106	 -0.445	  0.040
       0:35.108	 -0.315	  0.115
       0:35.111	 -0.160	  0.225
       0:35.114	  0.060	  0.350
       0:35.117	  0.340	  0.480
       0:35.119	  0.600	  0.520
       0:35.122	  0.785	  0.395
       0:35.125	  0.850	  0.100
       0:35.128	  0.740	 -0.230
       0:35.131	  0.455	 -0.425
       0:35.133	  0.080	 -0.445
       0:35.136	 -0.260	 -0.380
       0:35.139	 -0.485	 -0.355
       0:35.142	 -0.570	 -0.360
       0:35.144	 -0.580	 -0.335
       0:35.147	 -0.555	 -0.335
       0:35.150	 -0.505	 -0.320
       0:35.153	 -0.495	 -0.325
       0:35.156	 -0.475	 -0.330
       0:35.158	 -0.485	 -0.330
       0:35.161	 -0.485	 -0.335
       0:35.164	 -0.490	 -0.335
       0:35.167	 -0.485	 -0.315
       0:35.169	 -0.470	 -0.325
       0:35.172	 -0.475	 -0.330
       0:35.175	 -0.490	 -0.340
       0:35.178	 -0.495	 -0.345
       0:35.181	 -0.500	 -0.340
       0:35.183	 -0.505	 -0.325
       0:35.186	 -0.490	 -0.315
       0:35.189	 -0.495	 -0.330
       0:35.192	 -0.500	 -0.340
       0:35.194	 -0.495	 -0.335
       0:35.197	 -0.495	 -0.330
       0:35.200	 -0.495	 -0.320
       0:35.203	 -0.475	 -0.325
       0:35.206	 -0.475	 -0.320
       0:35.208	 -0.490	 -0.330
       0:35.211	 -0.495	 -0.335
       0:35.214	 -0.490	 -0.325
       0:35.217	 -0.480	 -0.310
       0:35.219	 -0.480	 -0.315
       0:35.222	 -0.480	 -0.310
       0:35.225	 -0.490	 -0.325
       0:35.228	 -0.500	 -0.330
       0:35.231	 -0.500	 -0.330
       0:35.233	 -0.480	 -0.325
       0:35.236	 -0.475	 -0.320
       0:35.239	 -0.485	 -0.320
       0:35.242	 -0.480	 -0.335
       0:35.244	 -0.505	 -0.320
       0:35.247	 -0.485	 -0.325
       0:35.250	 -0.480	 -0.315
       0:35.253	 -0.465	 -0.320
       0:35.256	 -0.480	 -0.325
       0:35.258	 -0.490	 -0.330
       0:35.261	 -0.495	 -0.330
       0:35.264	 -0.490	 -0.315
       0:35.267	 -0.485	 -0.310
       0:35.269	 -0.485	 -0.320
       0:35.272	 -0.475	 -0.325
       0:35.275	 -0.490	 -0.325
       0:35.278	 -0.495	 -0.340
       0:35.281	 -0.500	 -0.315
       0:35.283	 -0.490	 -0.310
       0:35.286	 -0.480	 -0.310
       0:35.289	 -0.485	 -0.320
       0:35.292	 -0.495	 -0.340
       0:35.294	 -0.500	 -0.330
       0:35.297	 -0.485	 -0.330
       0:35.300	 -0.485	 -0.325
       0:35.303	 -0.475	 -0.320
       0:35.306	 -0.480	 -0.325
       0:35.308	 -0.485	 -0.335
       0:35.311	 -0.495	 -0.350
       0:35.314	 -0.500	 -0.335
       0:35.317	 -0.490	 -0.340
       0:35.319	 -0.485	 -0.340
       0:35.322	 -0.485	 -0.345
       0:35.325	 -0.495	 -0.365
       0:35.328	 -0.500	 -0.365
       0:35.331	 -0.495	 -0.355
       0:35.333	 -0.485	 -0.370
       0:35.336	 -0.475	 -0.360
       0:35.339	 -0.470	 -0.380
       0:35.342	 -0.485	 -0.390
       0:35.344	 -0.490	 -0.400
       0:35.347	 -0.480	 -0.410
       0:35.350	 -0.500	 -0.405
       0:35.353	 -0.485	 -0.410
       0:35.356	 -0.475	 -0.415
       0:35.358	 -0.490	 -0.430
       0:35.361	 -0.505	 -0.440
       0:35.364	 -0.495	 -0.450
       0:35.367	 -0.500	 -0.430
       0:35.369	 -0.495	 -0.435
       0:35.372	 -0.500	 -0.445
       0:35.375	 -0.520	 -0.460
       0:35.378	 -0.530	 -0.470
       0:35.381	 -0.525	 -0.475
       0:35.383	 -0.515	 -0.465
       0:35.386	 -0.505	 -0.475
       0:35.389	 -0.515	 -0.470
       0:35.392	 -0.515	 -0.465
       0:35.394	 -0.530	 -0.475
       0:35.397	 -0.525	 -0.455
       0:35.400	 -0.510	 -0.450
       0:35.403	 -0.505	 -0.435
       0:35.406	 -0.505	 -0.445
       0:35.408	 -0.505	 -0.460
       0:35.411	 -0.530	 -0.460
       0:35.414	 -0.520	 -0.445
       0:35.417	 -0.515	 -0.420
       0:35.419	 -0.490	 -0.415
       0:35.422	 -0.490	 -0.400
       0:35.425	 -0.495	 -0.410
       0:35.428	 -0.505	 -0.390
       0:35.431	 -0.490	 -0.365
       0:35.433	 -0.460	 -0.345
       0:35.436	 -0.445	 -0.335
       0:35.439	 -0.430	 -0.330
       0:35.442	 -0.430	 -0.330
       0:35.444	 -0.430	 -0.320
       0:35.447	 -0.405	 -0.285
       0:35.450	 -0.410	 -0.270
       0:35.453	 -0.390	 -0.270
       0:35.456	 -0.400	 -0.280
       0:35.458	 -0.395	 -0.270
       0:35.461	 -0.400	 -0.270
       0:35.464	 -0.390	 -0.255
       0:35.467	 -0.385	 -0.250
       0:35.469	 -0.375	 -0.245
       0:35.472	 -0.375	 -0.240
       0:35.475	 -0.380	 -0.255
       0:35.478	 -0.375	 -0.255
       0:35.481	 -0.375	 -0.255
       0:35.483	 -0.365	 -0.250
       0:35.486	 -0.365	 -0.245
       0:35.489	 -0.365	 -0.245
       0:35.492	 -0.365	 -0.255
       0:35.494	 -0.390	 -0.250
       0:35.497	 -0.375	 -0.250
       0:35.500	 -0.370	 -0.250
       0:35.503	 -0.365	 -0.255
       0:35.506	 -0.365	 -0.250
       0:35.508	 -0.370	 -0.270
       0:35.511	 -0.390	 -0.255
       0:35.514	 -0.380	 -0.250
       0:35.517	 -0.365	 -0.245
       0:35.519	 -0.365	 -0.245
       0:35.522	 -0.370	 -0.265
       0:35.525	 -0.390	 -0.260
       0:35.528	 -0.390	 -0.275
       0:35.531	 -0.390	 -0.260
       0:35.533	 -0.380	 -0.250
       0:35.536	 -0.370	 -0.245
       0:35.539	 -0.380	 -0.250
       0:35.542	 -0.385	 -0.265
       0:35.544	 -0.400	 -0.275
       0:35.547	 -0.395	 -0.265
       0:35.550	 -0.390	 -0.260
       0:35.553	 -0.385	 -0.250
       0:35.556	 -0.390	 -0.260
       0:35.558	 -0.395	 -0.270
       0:35.561	 -0.405	 -0.275
       0:35.564	 -0.410	 -0.265
       0:35.567	 -0.395	 -0.260
       0:35.569	 -0.390	 -0.270
       0:35.572	 -0.400	 -0.260
       0:35.575	 -0.405	 -0.280
       0:35.578	 -0.395	 -0.280
       0:35.581	 -0.405	 -0.280
       0:35.583	 -0.390	 -0.255
       0:35.586	 -0.380	 -0.260
       0:35.589	 -0.380	 -0.275
       0:35.592	 -0.385	 -0.295
       0:35.594	 -0.395	 -0.285
       0:35.597	 -0.395	 -0.285
       0:35.600	 -0.395	 -0.280
       0:35.603	 -0.395	 -0.275
       0:35.606	 -0.390	 -0.260
       0:35.608	 -0.400	 -0.275
       0:35.611	 -0.405	 -0.285
       0:35.614	 -0.400	 -0.280
       0:35.617	 -0.400	 -0.275
       0:35.619	 -0.395	 -0.280
       0:35.622	 -0.395	 -0.275
       0:35.625	 -0.400	 -0.290
       0:35.628	 -0.420	 -0.290
       0:35.631	 -0.405	 -0.275
       0:35.633	 -0.415	 -0.265
       0:35.636	 -0.390	 -0.280
       0:35.639	 -0.405	 -0.280
       0:35.642	 -0.405	 -0.295
       0:35.644	 -0.415	 -0.290
       0:35.647	 -0.415	 -0.280
       0:35.650	 -0.405	 -0.275
       0:35.653	 -0.395	 -0.285
       0:35.656	 -0.395	 -0.270
       0:35.658	 -0.405	 -0.290
       0:35.661	 -0.420	 -0.290
       0:35.664	 -0.410	 -0.280
       0:35.667	 -0.400	 -0.270
       0:35.669	 -0.385	 -0.270
       0:35.672	 -0.385	 -0.270
       0:35.675	 -0.395	 -0.275
       0:35.678	 -0.415	 -0.275
       0:35.681	 -0.410	 -0.270
       0:35.683	 -0.400	 -0.265
       0:35.686	 -0.385	 -0.265
       0:35.689	 -0.390	 -0.270
       0:35.692	 -0.390	 -0.280
       0:35.694	 -0.410	 -0.280
       0:35.697	 -0.410	 -0.265
       0:35.700	 -0.395	 -0.265
       0:35.703	 -0.405	 -0.260
       0:35.706	 -0.395	 -0.265
       0:35.708	 -0.410	 -0.270
       0:35.711	 -0.415	 -0.285
       0:35.714	 -0.410	 -0.260
       0:35.717	 -0.405	 -0.250
       0:35.719	 -0.400	 -0.255
       0:35.722	 -0.395	 -0.250
       0:35.725	 -0.400	 -0.270
       0:35.728	 -0.415	 -0.270
       0:35.731	 -0.410	 -0.270
       0:35.733	 -0.395	 -0.250
       0:35.736	 -0.390	 -0.260
       0:35.739	 -0.395	 -0.265
       0:35.742	 -0.385	 -0.270
       0:35.744	 -0.380	 -0.270
       0:35.747	 -0.365	 -0.260
       0:35.750	 -0.345	 -0.255
       0:35.753	 -0.320	 -0.245
       0:35.756	 -0.315	 -0.255
       0:35.758	 -0.315	 -0.265
       0:35.761	 -0.340	 -0.270
       0:35.764	 -0.340	 -0.265
       0:35.767	 -0.315	 -0.250
       0:35.769	 -0.310	 -0.260
       0:35.772	 -0.310	 -0.260
       0:35.775	 -0.320	 -0.270
       0:35.778	 -0.315	 -0.260
       0:35.781	 -0.315	 -0.250
       0:35.783	 -0.295	 -0.230
       0:35.786	 -0.290	 -0.215
       0:35.789	 -0.290	 -0.230
       0:35.792	 -0.285	 -0.240
       0:35.794	 -0.305	 -0.250
       0:35.797	 -0.305	 -0.230
       0:35.800	 -0.300	 -0.215
       0:35.803	 -0.300	 -0.205
       0:35.806	 -0.310	 -0.195
       0:35.808	 -0.325	 -0.205
       0:35.811	 -0.335	 -0.220
       0:35.814	 -0.325	 -0.220
       0:35.817	 -0.320	 -0.210
       0:35.819	 -0.310	 -0.205
       0:35.822	 -0.315	 -0.205
       0:35.825	 -0.315	 -0.230
       0:35.828	 -0.310	 -0.225
       0:35.831	 -0.280	 -0.235
       0:35.833	 -0.270	 -0.220
       0:35.836	 -0.285	 -0.230
       0:35.839	 -0.315	 -0.230
       0:35.842	 -0.340	 -0.250
       0:35.844	 -0.365	 -0.250
       0:35.847	 -0.365	 -0.245
       0:35.850	 -0.375	 -0.245
       0:35.853	 -0.385	 -0.250
       0:35.856	 -0.390	 -0.260
       0:35.858	 -0.425	 -0.265
       0:35.861	 -0.435	 -0.275
